,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity,target
3915,14.0,0.036,0.18,0.98746,4.7,33.0,3.21,7.0,1.9,0.83,106.0,0.455,1
3916,13.6,0.04,0.3,0.99021,7.1,49.0,3.17,6.0,6.2,0.27,139.0,0.37,1
3917,9.4,0.056,0.51,0.9956,6.2,49.0,3.18,5.0,7.9,0.52,206.0,0.28,1
3919,13.2,0.035,0.28,0.98836,6.6,28.0,3.0,6.0,1.4,0.4,107.0,0.31,1
3920,11.2,0.05,0.37,0.99138,7.4,24.0,3.04,6.0,2.6,0.53,132.0,0.25,1
3921,10.2,0.057,0.34,0.99751,7.3,46.0,3.14,5.0,14.8,0.57,173.0,0.36,1
3922,12.8,0.038,0.3,0.98867,6.7,30.0,3.09,7.0,2.4,0.36,83.0,0.31,1
3923,10.1,0.045,0.3,0.99249,8.6,16.0,2.95,5.0,0.9,0.39,109.0,0.31,1
3924,10.1,0.045,0.3,0.99249,8.6,16.0,2.95,5.0,0.9,0.39,109.0,0.31,1
3925,10.3,0.031,0.33,0.99239,8.6,38.0,2.83,5.0,1.2,0.31,95.0,0.22,1
3926,9.9,0.056,0.29,0.99512,6.9,30.0,3.19,6.0,9.9,0.33,91.0,0.14,1
3927,11.5,0.046,0.31,0.99098,6.5,17.0,3.15,5.0,3.9,0.31,106.0,0.22,1
3928,9.0,0.063,0.47,0.99872,6.6,27.0,3.18,5.0,15.6,0.56,173.0,0.32,1
3929,9.0,0.063,0.47,0.99872,6.6,27.0,3.18,5.0,15.6,0.56,173.0,0.32,1
3930,12.1,0.03,0.26,0.98894,6.1,25.0,3.03,6.0,1.5,0.41,101.0,0.28,1
3931,13.3,0.036,0.28,0.988245,6.2,28.0,3.14,6.0,1.6,0.41,106.0,0.3,1
3933,11.0,0.039,0.21,0.99328,8.7,28.0,2.96,4.0,5.6,0.52,67.0,0.31,1
3934,10.7,0.04,0.3,0.99222,7.3,26.0,3.28,6.0,1.3,0.53,84.0,0.27,1
3935,9.4,0.046,0.2,0.99898,7.0,50.0,3.08,5.0,16.7,0.56,184.0,0.46,1
3936,10.3,0.042,0.25,0.99486,5.7,16.0,3.44,6.0,7.95,0.61,108.0,0.23,1
3938,12.0,0.04,0.38,0.99062,8.2,41.0,2.88,6.0,1.1,0.6,92.0,0.18,1
3939,11.0,0.048,0.32,0.99282,6.2,47.0,3.21,6.0,6.3,0.6,159.0,0.27,1
3940,9.3,0.053,0.37,0.996,6.9,36.0,3.16,5.0,8.9,0.5,148.0,0.4,1
3941,10.1,0.068,0.34,0.99138,4.9,32.0,3.24,5.0,1.0,0.4,143.0,0.345,1
3942,11.1,0.053,0.39,0.99166,7.2,26.0,3.18,6.0,1.5,0.47,106.0,0.23,1
3943,9.9,0.046,0.15,0.99408,6.4,26.0,2.99,6.0,6.6,0.58,113.0,0.2,1
3944,11.0,0.048,0.32,0.99281,6.1,47.0,3.22,6.0,6.2,0.6,161.0,0.27,1
3945,11.0,0.048,0.32,0.99282,6.2,47.0,3.21,6.0,6.3,0.6,159.0,0.27,1
3946,12.5,0.042,0.33,0.98964,6.0,31.0,3.32,6.0,2.1,0.42,127.0,0.3,1
3947,12.7,0.042,0.32,0.98952,6.1,41.0,3.31,7.0,2.2,0.44,142.0,0.3,1
3948,9.3,0.045,0.3,0.99469,5.7,26.0,3.32,5.0,5.4,0.45,105.0,0.14,1
3949,9.3,0.053,0.37,0.996,6.9,36.0,3.16,5.0,8.9,0.5,148.0,0.4,1
3950,10.1,0.068,0.34,0.99138,4.9,32.0,3.24,5.0,1.0,0.4,143.0,0.345,1
3952,11.2,0.043,0.3,0.99047,7.0,34.0,2.88,6.0,2.6,0.47,90.0,0.16,1
3953,10.8,0.038,0.3,0.99178,8.4,45.0,3.13,7.0,1.3,0.54,122.0,0.22,1
3955,11.2,0.043,0.3,0.99047,7.0,34.0,2.88,6.0,2.6,0.47,90.0,0.16,1
3956,10.3,0.05,0.18,0.99207,5.4,22.0,3.24,5.0,2.3,0.46,145.0,0.24,1
3957,12.0,0.026,0.36,0.99152,7.7,15.0,3.11,5.0,4.3,0.48,87.0,0.31,1
3958,9.5,0.048,0.19,0.99438,5.6,36.0,3.26,6.0,7.1,0.41,110.0,0.185,1
3959,9.5,0.048,0.19,0.99438,5.6,36.0,3.26,6.0,7.1,0.41,110.0,0.185,1
3960,9.8,0.04,0.24,0.99622,6.6,54.0,3.14,6.0,11.9,0.54,159.0,0.43,1
3961,9.0,0.084,0.46,0.99773,7.6,55.0,2.91,5.0,11.7,0.51,170.0,0.39,1
3962,13.0,0.032,0.27,0.99088,7.2,40.0,3.17,7.0,5.8,0.53,118.0,0.58,1
3963,11.8,0.044,0.32,0.99108,6.0,13.0,3.39,7.0,3.8,0.44,116.0,0.34,1
3964,8.8,0.056,0.48,0.99803,7.5,61.0,2.97,5.0,12.4,0.52,176.5,0.35,1
3965,11.2,0.05,0.23,0.99304,7.3,18.0,3.1,4.0,6.5,0.55,102.0,0.38,1
3966,9.5,0.048,0.19,0.99438,5.4,36.0,3.26,6.0,7.1,0.41,110.0,0.185,1
3967,9.4,0.049,0.51,0.99548,6.3,35.0,3.16,4.0,7.6,0.54,200.0,0.27,1
3968,9.5,0.049,0.52,0.99551,6.5,35.0,3.16,6.0,7.9,0.51,192.0,0.29,1
3969,10.4,0.034,0.3,0.99152,6.4,33.0,3.03,6.0,2.8,0.49,125.0,0.17,1
3970,9.8,0.035,0.31,0.99572,6.7,42.0,3.08,7.0,10.6,0.49,143.0,0.18,1
3971,10.4,0.034,0.3,0.99152,6.4,33.0,3.03,6.0,2.8,0.49,125.0,0.17,1
3973,9.4,0.049,0.51,0.99548,6.3,35.0,3.16,4.0,7.6,0.54,200.0,0.27,1
3974,9.5,0.049,0.52,0.99551,6.5,35.0,3.16,6.0,7.9,0.51,192.0,0.29,1
3975,11.9,0.033,0.26,0.9903,6.1,61.0,3.19,7.0,1.7,0.81,134.0,0.24,1
3976,12.8,0.025,0.29,0.99162,7.0,35.0,3.15,7.0,7.6,0.65,124.0,0.32,1
3977,13.0,0.03,0.25,0.99116,6.9,18.0,3.09,6.0,7.5,0.38,117.0,0.27,1
3978,10.4,0.04,0.53,0.9922,6.5,41.0,3.26,7.0,1.7,0.59,192.0,0.29,1
3979,10.4,0.034,0.52,0.99223,6.5,41.0,3.25,6.0,1.7,0.59,193.0,0.29,1
3980,10.7,0.035,0.25,0.99481,6.1,54.0,3.21,5.0,12.1,0.4,135.0,0.22,1
3982,11.9,0.033,0.26,0.9903,6.1,61.0,3.19,7.0,1.7,0.81,134.0,0.24,1
3983,10.4,0.043,0.25,0.99429,5.6,31.0,3.19,6.0,8.0,0.42,101.0,0.23,1
3984,12.8,0.025,0.29,0.99162,7.0,35.0,3.15,7.0,7.6,0.65,124.0,0.32,1
3985,9.9,0.044,0.27,0.99454,6.8,45.0,3.2,6.0,8.6,0.37,104.0,0.11,1
3986,9.9,0.044,0.27,0.99454,6.8,45.0,3.2,6.0,8.6,0.37,104.0,0.11,1
3987,9.4,0.048,0.41,0.99863,7.3,73.0,3.16,6.0,14.6,0.71,223.0,0.23,1
3988,11.4,0.048,0.17,0.991,6.1,46.0,3.3,6.0,1.6,0.43,129.0,0.2,1
3989,9.9,0.044,0.27,0.99454,6.8,45.0,3.2,6.0,8.6,0.37,104.0,0.11,1
3990,9.4,0.048,0.41,0.99863,7.3,73.0,3.16,6.0,14.6,0.71,223.0,0.23,1
3991,9.2,0.06,0.41,0.99317,6.9,36.0,2.99,5.0,1.1,0.39,104.0,0.2,1
3992,10.5,0.041,0.32,0.99173,6.7,26.0,2.9,7.0,3.7,0.57,76.0,0.19,1
3993,11.0,0.048,0.34,0.99455,6.7,32.0,3.25,7.0,8.9,0.54,111.0,0.28,1
3994,11.0,0.048,0.34,0.99455,6.7,32.0,3.25,7.0,8.9,0.54,111.0,0.28,1
3995,12.1,0.038,0.31,0.99186,8.0,3.0,2.9,5.0,4.7,0.72,127.0,0.37,1
3996,11.0,0.048,0.34,0.99455,6.7,32.0,3.25,7.0,8.9,0.54,111.0,0.28,1
3997,12.8,0.041,0.29,0.98944,6.0,37.0,3.22,7.0,3.1,0.39,144.0,0.26,1
4001,9.5,0.062,0.57,0.99238,6.4,21.0,3.0,5.0,1.0,0.4,122.0,0.25,1
4002,9.2,0.052,0.48,0.99782,6.1,25.0,3.07,6.0,15.8,0.45,94.0,0.25,1
4003,11.1,0.047,0.35,0.99111,6.8,40.0,3.07,6.0,1.5,0.72,117.0,0.14,1
4004,12.3,0.042,0.26,0.99067,6.5,33.0,3.06,7.0,5.2,0.5,112.0,0.38,1
4005,11.1,0.047,0.35,0.99111,6.8,40.0,3.07,6.0,1.5,0.72,117.0,0.14,1
4006,12.6,0.037,0.32,0.98878,5.4,10.0,3.04,6.0,2.5,0.58,51.0,0.15,1
4007,9.5,0.062,0.57,0.99238,6.4,21.0,3.0,5.0,1.0,0.4,122.0,0.25,1
4008,9.2,0.052,0.48,0.99782,6.1,25.0,3.07,6.0,15.8,0.45,94.0,0.25,1
4009,10.8,0.054,0.32,0.9938,6.8,40.0,3.2,6.0,5.9,0.57,152.0,0.22,1
4010,11.3,0.044,0.29,0.99143,7.2,39.0,3.0,6.0,3.1,0.6,122.0,0.21,1
4011,12.8,0.041,0.29,0.98944,6.0,37.0,3.22,7.0,3.1,0.39,144.0,0.26,1
4013,9.8,0.051,0.24,0.99588,6.5,56.0,3.08,6.0,11.5,0.56,171.0,0.46,1
4015,9.3,0.054,0.12,0.99424,6.2,6.0,3.16,5.0,4.8,0.5,97.0,0.32,1
4016,9.2,0.055,0.24,0.99626,7.2,45.0,3.2,5.0,8.5,0.52,151.0,0.4,1
4017,11.4,0.037,0.24,0.99076,5.9,32.0,3.21,6.0,1.6,0.51,115.0,0.23,1
4019,9.3,0.054,0.12,0.99424,6.2,6.0,3.16,5.0,4.8,0.5,97.0,0.32,1
4020,8.4,0.056,0.12,0.99536,6.4,6.0,3.06,4.0,5.9,0.46,91.0,0.37,1
4021,9.2,0.062,0.42,0.99318,7.0,35.0,3.04,5.0,1.1,0.4,100.0,0.23,1
4022,9.2,0.055,0.24,0.99626,7.2,45.0,3.2,5.0,8.5,0.52,151.0,0.4,1
4023,10.4,0.033,0.37,0.99726,7.6,52.0,3.18,6.0,13.1,0.79,151.0,0.19,1
4024,11.6,0.046,0.27,0.99126,6.0,50.0,3.27,6.0,4.1,0.56,147.0,0.28,1
4025,12.4,0.029,0.45,0.98998,6.2,37.0,3.25,6.0,2.9,0.6,94.0,0.32,1
4026,10.4,0.033,0.37,0.99726,7.6,52.0,3.18,6.0,13.1,0.79,151.0,0.19,1
4027,9.3,0.052,0.26,0.99304,6.4,22.0,3.09,5.0,1.1,0.54,176.0,0.26,1
4028,12.2,0.029,0.27,0.9892,5.9,37.0,3.2,6.0,1.5,0.46,81.0,0.25,1
4029,11.0,0.031,0.3,0.99296,6.1,33.0,3.22,6.0,7.75,0.46,139.0,0.28,1
4030,11.4,0.023,0.38,0.99047,6.9,30.0,3.11,5.0,1.15,0.38,105.0,0.19,1
4031,9.5,0.06,0.57,0.9924,6.4,15.0,3.06,5.0,1.0,0.41,120.0,0.29,1
4033,11.1,0.021,0.38,0.99338,7.5,23.0,3.13,6.0,5.7,0.62,125.0,0.26,1
4035,11.0,0.032,0.22,0.99404,6.4,53.0,3.24,6.0,7.4,0.58,172.0,0.2,1
4036,9.9,0.041,0.22,0.99287,7.3,40.0,3.14,5.0,1.4,0.48,177.0,0.33,1
4037,9.9,0.044,0.22,0.99286,7.3,43.0,3.14,5.0,1.4,0.46,176.0,0.34,1
4038,9.5,0.06,0.57,0.9924,6.4,15.0,3.06,5.0,1.0,0.41,120.0,0.29,1
4040,9.4,0.052,0.29,0.9934,6.3,48.0,3.21,5.0,1.6,0.5,185.0,0.24,1
4041,9.3,0.053,0.22,0.99545,6.2,45.0,3.23,5.0,7.9,0.52,149.0,0.24,1
4042,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4043,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4044,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4045,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4047,10.7,0.038,0.35,0.99546,6.9,49.0,3.0,6.0,13.5,0.63,118.0,0.19,1
4048,10.7,0.038,0.35,0.99546,6.9,49.0,3.0,6.0,13.5,0.63,118.0,0.19,1
4049,11.3,0.034,0.36,0.99058,6.8,32.0,3.02,6.0,1.3,0.58,98.0,0.16,1
4050,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4051,11.7,0.028,0.27,0.99314,6.8,22.0,2.96,6.0,11.6,0.38,97.0,0.3,1
4052,9.3,0.053,0.22,0.99545,6.2,45.0,3.23,5.0,7.9,0.52,149.0,0.24,1
4053,8.7,0.05,0.27,0.9984,7.4,25.0,2.9,7.0,15.5,0.43,135.0,0.16,1
4055,11.7,0.028,0.27,0.99314,6.8,22.0,2.96,6.0,11.6,0.38,97.0,0.3,1
4056,10.7,0.032,0.18,0.99565,6.5,25.0,3.23,5.0,13.15,0.51,131.0,0.43,1
4057,11.4,0.036,0.36,0.99056,6.6,38.0,3.05,6.0,1.9,0.54,110.0,0.17,1
4058,10.7,0.038,0.35,0.99546,6.9,49.0,3.0,6.0,13.5,0.63,118.0,0.19,1
4059,11.3,0.034,0.36,0.99058,6.8,32.0,3.02,6.0,1.3,0.58,98.0,0.16,1
4062,11.2,0.036,0.32,0.99196,7.4,27.0,3.15,6.0,1.9,0.49,119.0,0.36,1
4063,9.7,0.09,0.21,0.99255,6.1,44.0,3.07,5.0,1.9,0.41,130.0,0.17,1
4064,12.5,0.032,0.21,0.99027,5.5,23.0,3.42,5.0,1.6,0.42,85.0,0.28,1
4066,11.8,0.057,0.27,0.99257,7.1,60.0,3.16,6.0,8.4,0.36,160.0,0.44,1
4067,10.6,0.062,0.28,0.99506,6.9,22.0,3.16,5.0,8.3,0.72,166.0,0.38,1
4068,11.8,0.057,0.27,0.99257,7.1,60.0,3.16,6.0,8.4,0.36,160.0,0.44,1
4069,10.7,0.049,0.28,0.9952,6.2,54.0,3.19,6.0,12.2,0.37,133.0,0.24,1
4070,9.9,0.048,0.27,0.99498,6.1,41.0,3.21,5.0,8.0,0.51,162.0,0.28,1
4071,12.0,0.048,0.32,0.9903,7.6,23.0,2.96,6.0,1.3,0.46,76.0,0.26,1
4072,10.4,0.043,0.38,0.99706,7.5,70.5,3.15,7.0,12.7,0.82,163.0,0.16,1
4073,8.5,0.054,0.16,0.99398,6.5,11.0,3.19,5.0,1.3,0.39,107.0,0.36,1
4074,9.9,0.06,0.19,0.99588,6.6,15.0,3.13,4.0,10.5,0.38,82.0,0.35,1
4075,9.4,0.049,0.26,0.99691,5.7,52.5,3.08,6.0,12.5,0.45,120.0,0.25,1
4076,10.4,0.05,0.26,0.99608,7.4,33.0,3.13,5.0,9.6,0.46,134.0,0.37,1
4077,11.0,0.044,0.21,0.99142,5.7,21.0,3.3,6.0,1.5,0.59,108.0,0.25,1
4078,11.0,0.044,0.21,0.99138,5.8,21.0,3.3,6.0,1.5,0.57,110.0,0.23,1
4079,10.4,0.052,0.28,0.99432,5.4,27.0,3.19,6.0,7.8,0.38,91.0,0.265,1
4080,9.8,0.05,0.27,0.99592,5.7,58.0,3.1,6.0,10.8,0.5,116.0,0.25,1
4081,9.4,0.049,0.26,0.99691,5.7,52.5,3.08,6.0,12.5,0.45,106.0,0.25,1
4082,10.6,0.046,0.28,0.99432,5.9,37.0,3.23,6.0,8.6,0.53,142.0,0.23,1
4083,10.1,0.052,0.32,0.99266,6.2,32.0,3.28,5.0,1.2,0.44,185.0,0.3,1
4085,11.4,0.048,0.29,0.9915,7.4,14.0,3.06,6.0,3.7,0.45,73.0,0.26,1
4086,9.2,0.058,0.4,0.99322,7.0,30.0,3.03,6.0,1.1,0.38,93.0,0.2,1
4087,9.7,0.059,0.42,0.9927,6.5,33.0,3.12,6.0,1.1,0.38,101.0,0.21,1
4088,11.3,0.047,0.27,0.99173,7.3,16.0,3.07,6.0,3.8,0.46,79.0,0.25,1
4089,9.6,0.098,0.24,0.99412,6.8,36.0,3.15,6.0,4.6,0.49,127.0,0.27,1
4090,8.9,0.07,0.3,0.99666,6.7,44.0,2.86,6.0,10.2,0.46,179.0,0.24,1
4091,10.0,0.057,0.28,0.99425,6.4,21.0,3.26,6.0,7.9,0.36,82.0,0.14,1
4092,9.2,0.059,0.2,0.99314,6.4,19.0,3.18,6.0,2.4,0.4,112.0,0.5,1
4094,12.8,0.03,0.28,0.99024,6.4,29.0,3.09,7.0,4.9,0.58,98.0,0.25,1
4096,9.5,0.054,0.35,0.99366,8.0,13.0,3.08,5.0,1.1,0.55,136.0,0.25,1
4097,10.0,0.057,0.28,0.99425,6.4,21.0,3.26,6.0,7.9,0.36,82.0,0.14,1
4098,11.0,0.046,0.34,0.99299,6.6,30.0,3.22,5.0,5.6,0.38,140.0,0.21,1
4099,9.2,0.059,0.2,0.99314,6.4,19.0,3.18,6.0,2.4,0.4,112.0,0.5,1
4100,10.6,0.037,0.23,0.99528,6.3,24.0,3.08,6.0,14.2,0.38,99.0,0.29,1
4101,10.0,0.057,0.23,0.99568,6.9,54.0,3.23,5.0,9.5,0.42,166.0,0.37,1
4102,10.0,0.057,0.23,0.99568,6.9,54.0,3.23,5.0,9.5,0.42,166.0,0.37,1
4103,11.7,0.03,0.28,0.99062,5.7,22.0,3.31,7.0,4.1,0.38,86.0,0.31,1
4104,12.5,0.035,0.27,0.99058,6.9,17.0,3.12,7.0,4.7,0.36,80.0,0.45,1
4105,11.1,0.039,0.45,0.99059,6.9,36.0,3.07,7.0,1.4,0.47,122.0,0.3,1
4106,9.7,0.041,0.56,0.99119,5.3,46.0,3.16,5.0,0.9,0.62,141.0,0.23,1
4108,12.2,0.035,0.42,0.99021,6.7,43.0,3.18,6.0,3.5,0.38,105.0,0.28,1
4110,11.6,0.053,0.27,0.99164,7.6,23.0,3.22,5.0,1.2,0.38,193.0,0.4,1
4111,11.3,0.04,0.25,0.99006,5.5,18.0,3.31,6.0,1.2,0.56,75.0,0.21,1
4112,11.1,0.041,0.25,0.99078,6.0,30.0,3.27,6.0,2.0,0.56,95.0,0.2,1
4113,11.2,0.041,0.29,0.99036,6.1,32.0,3.26,6.0,1.1,0.57,92.0,0.17,1
4114,11.3,0.046,0.29,0.99123,7.5,35.0,3.15,6.0,1.5,0.45,107.0,0.21,1
4115,12.0,0.041,0.32,0.98978,7.3,29.0,3.07,6.0,1.2,0.45,94.0,0.26,1
4119,12.0,0.046,0.31,0.99024,6.5,22.0,3.15,7.0,3.5,0.31,147.0,0.4,1
4120,9.0,0.049,0.5,0.9973,7.4,48.0,3.01,5.0,12.1,0.44,122.0,0.28,1
4121,9.3,0.054,0.22,0.99853,6.3,42.0,3.12,6.0,17.45,0.6,151.0,0.23,1
4122,8.7,0.059,0.25,0.99769,6.2,33.0,3.14,6.0,12.1,0.56,171.0,0.34,1
4123,12.8,0.095,0.32,0.98954,6.6,13.0,3.1,6.0,3.0,0.63,75.0,0.44,1
4124,11.5,0.052,0.36,0.98974,6.0,23.0,3.1,7.0,1.6,0.5,72.0,0.13,1
4125,10.0,0.048,0.23,0.99382,6.3,44.0,3.08,5.0,5.7,0.54,147.0,0.17,1
4126,10.0,0.047,0.22,0.99383,6.3,45.0,3.09,5.0,5.6,0.54,147.0,0.18,1
4127,10.3,0.059,0.34,0.99538,6.7,51.0,3.33,5.0,6.8,0.56,215.0,0.31,1
4128,10.4,0.054,0.32,0.99734,6.6,62.0,3.25,5.0,15.6,0.56,227.0,0.33,1
4129,13.4,0.02,0.31,0.98981,6.3,18.0,3.22,7.0,6.0,0.29,68.0,0.34,1
4130,11.2,0.032,0.32,0.99095,6.8,18.0,3.05,6.0,1.8,0.62,130.0,0.29,1
4131,9.1,0.048,0.26,0.9964,7.4,47.0,3.26,5.0,8.6,0.36,206.0,0.31,1
4132,9.1,0.048,0.26,0.9964,7.4,47.0,3.26,5.0,8.6,0.36,206.0,0.31,1
4133,10.8,0.04,0.27,0.99411,5.7,24.0,3.33,6.0,11.5,0.31,120.0,0.25,1
4134,12.5,0.038,0.28,0.9915,6.8,26.0,3.24,6.0,7.8,0.34,89.0,0.27,1
4135,11.3,0.046,0.24,0.99234,5.9,27.0,3.63,5.0,2.4,0.73,132.0,0.26,1
4136,12.8,0.035,0.23,0.99016,5.9,20.0,3.46,6.0,5.0,0.48,128.0,0.65,1
4137,9.1,0.048,0.26,0.9964,7.4,47.0,3.26,5.0,8.6,0.36,206.0,0.31,1
4138,12.7,0.041,0.32,0.98949,6.6,8.0,3.22,6.0,1.5,0.39,72.0,0.23,1
4139,11.0,0.054,0.35,0.99287,6.8,53.0,3.1,7.0,5.4,0.54,143.0,0.18,1
4140,10.4,0.052,0.29,0.99544,6.8,51.0,3.02,6.0,11.9,0.58,149.0,0.28,1
4141,10.4,0.052,0.29,0.99544,6.8,51.0,3.02,6.0,11.9,0.58,149.0,0.28,1
4142,10.7,0.051,0.27,0.9941,5.9,43.0,3.25,6.0,9.0,0.53,136.0,0.27,1
4143,10.9,0.055,0.28,0.994,6.1,56.0,3.22,6.0,10.0,0.35,131.0,0.25,1
4144,10.4,0.052,0.29,0.99544,6.8,51.0,3.02,6.0,11.9,0.58,149.0,0.28,1
4145,10.4,0.052,0.29,0.99546,6.8,54.0,3.03,6.0,11.9,0.58,160.0,0.26,1
4146,9.7,0.064,0.29,0.99737,7.1,56.0,3.16,7.0,15.5,0.41,115.5,0.13,1
4147,11.0,0.054,0.35,0.99287,6.8,53.0,3.1,7.0,5.4,0.54,143.0,0.18,1
4148,9.6,0.055,0.25,0.99767,6.2,8.0,3.19,6.0,15.0,0.53,120.0,0.2,1
4149,13.9,0.038,0.28,0.98711,5.8,40.0,3.1,7.0,1.4,0.29,76.0,0.24,1
4150,9.4,0.046,0.31,0.99714,7.6,6.0,3.07,5.0,9.4,0.61,194.0,0.48,1
4151,12.5,0.032,0.32,0.99134,7.4,29.0,3.1,6.0,3.7,0.67,193.0,0.26,1
4152,9.6,0.055,0.25,0.99767,6.2,8.0,3.19,6.0,15.0,0.53,120.0,0.2,1
4153,9.5,0.049,0.47,0.9927,6.1,50.0,3.19,5.0,1.4,0.45,187.0,0.3,1
4154,9.6,0.048,0.5,0.9948,6.2,61.0,3.19,5.0,6.5,0.45,186.0,0.32,1
4155,9.5,0.049,0.47,0.9927,6.1,50.0,3.19,5.0,1.4,0.45,187.0,0.3,1
4156,9.6,0.047,0.52,0.99481,6.3,63.0,3.18,5.0,6.3,0.44,186.0,0.34,1
4157,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4158,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4159,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4160,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4161,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4162,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4163,10.4,0.061,0.38,0.99192,7.2,12.0,3.18,5.0,1.5,0.46,120.0,0.26,1
4164,10.7,0.063,0.35,0.99184,7.0,13.0,3.22,5.0,1.6,0.5,119.0,0.31,1
4165,12.0,0.05,0.35,0.99019,6.6,23.0,3.17,7.0,1.4,0.48,83.0,0.22,1
4166,12.1,0.044,0.31,0.98998,5.8,35.0,3.19,7.0,3.5,0.37,158.0,0.23,1
4168,12.4,0.039,0.26,0.98998,6.0,30.0,3.32,6.0,1.4,0.41,104.0,0.19,1
4169,12.6,0.035,0.34,0.98949,6.7,45.0,3.24,7.0,1.5,0.36,123.0,0.21,1
4170,8.7,0.056,0.3,0.99825,7.4,33.0,2.9,7.0,13.7,0.44,168.0,0.16,1
4171,12.0,0.04,0.37,0.99009,6.6,31.0,3.15,5.0,1.6,0.66,101.0,0.22,1
4172,11.6,0.06,0.27,0.99252,6.8,14.0,3.27,6.0,5.2,0.57,169.0,0.34,1
4174,9.3,0.05,0.22,0.99659,6.3,65.0,3.06,6.0,11.9,0.58,179.0,0.24,1
4175,11.1,0.048,0.39,0.99133,6.9,25.0,3.2,7.0,2.4,0.54,157.0,0.35,1
4176,10.2,0.049,0.33,0.99324,6.8,68.0,3.1,6.0,3.2,0.69,161.0,0.24,1
4177,10.6,0.037,0.33,0.99164,6.4,35.0,3.23,6.0,1.7,0.66,113.0,0.25,1
4178,11.3,0.038,0.33,0.99107,5.8,49.0,3.16,7.0,4.2,0.42,133.0,0.19,1
4181,11.1,0.039,0.32,0.99163,6.6,15.0,2.96,6.0,5.6,0.52,68.0,0.25,1
4182,9.9,0.055,0.56,0.99605,7.5,15.0,3.13,6.0,9.7,0.65,170.0,0.38,1
4183,11.8,0.041,0.3,0.99065,6.2,29.0,3.31,7.0,2.5,0.61,82.0,0.3,1
4184,12.6,0.04,0.28,0.9903,6.4,24.0,3.26,7.0,4.0,0.64,81.0,0.33,1
4186,10.5,0.043,0.32,0.99236,7.6,23.0,3.06,5.0,1.2,0.68,72.0,0.27,1
4187,12.3,0.037,0.34,0.98948,5.9,40.0,3.19,6.0,2.0,0.5,108.0,0.24,1
4188,11.3,0.048,0.3,0.99045,5.3,25.0,3.32,6.0,1.2,0.62,119.0,0.33,1
4189,9.6,0.097,0.21,0.9939,6.4,21.0,3.07,5.0,5.1,0.46,105.0,0.21,1
4190,12.0,0.04,0.3,0.98985,7.0,14.0,3.2,6.0,1.4,0.33,63.0,0.22,1
4191,11.2,0.05,0.35,0.99138,7.8,36.0,3.09,5.0,1.2,0.45,140.0,0.27,1
4192,10.2,0.044,0.24,0.99348,6.7,28.0,3.12,6.0,6.5,0.33,100.0,0.2,1
4193,12.4,0.045,0.33,0.99066,8.1,26.0,2.98,6.0,1.3,0.44,100.0,0.27,1
4194,10.2,0.044,0.24,0.99348,6.7,28.0,3.12,6.0,6.5,0.33,100.0,0.2,1
4196,12.6,0.036,0.29,0.98865,5.8,25.0,3.24,6.0,1.3,0.35,68.0,0.22,1
4197,9.8,0.053,0.48,0.99472,6.3,34.0,3.18,5.0,7.4,0.53,149.0,0.3,1
4198,9.1,0.049,0.53,0.99792,7.9,63.0,2.94,5.0,12.9,0.45,139.0,0.36,1
4199,12.4,0.045,0.33,0.99066,8.1,26.0,2.98,6.0,1.3,0.44,100.0,0.27,1
4200,12.5,0.044,0.33,0.99035,8.0,28.0,3.03,6.0,1.2,0.43,101.0,0.24,1
4201,11.7,0.033,0.27,0.99086,6.7,25.0,3.05,6.0,2.6,0.34,85.0,0.41,1
4202,12.9,0.044,0.31,0.99013,6.7,37.0,3.29,6.0,2.3,0.46,113.0,0.24,1
4203,10.1,0.054,0.32,0.99266,6.2,27.0,3.3,5.0,1.3,0.43,183.0,0.3,1
4204,10.3,0.044,0.38,0.99517,6.9,33.0,3.06,6.0,10.5,0.5,139.0,0.26,1
4205,11.7,0.033,0.27,0.99086,6.7,25.0,3.05,6.0,2.6,0.34,85.0,0.41,1
4206,10.3,0.05,0.2,0.99666,5.9,29.0,3.24,6.0,14.4,0.41,144.0,0.32,1
4207,10.8,0.036,0.3,0.991,6.1,42.0,3.34,7.0,1.2,0.56,107.0,0.25,1
